ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
67561;SAPSF Evolução Integrações Sistemas a montante (Teleponto + AD + IOS);GRH;Mail;Corporate;Backlog;7;;;;
66475;Auditoria a Payroll Processos PAS – Fase 1.1;GRH;Mail;Corporate;Backlog;6;;;;
66136;CTTExpress - Mitigação de risco (Wave 3 - Fev25);CTTE;eCommerce;Commercial;;999;;;;
65646;Internacional SIMTEM - BG relativo ao ambito de notificações;SEO;Mail;Operations;In Definition;999;;;;
65266;Desagregar a Intranet de Outsystems ( Acção Post Mortem - INC1002170);SI;Mail;Technology;Backlog;999;;;;
65058;El corte Inglês - Relatorios de Conciliação forma automatica;GS;Mail;Commercial;In Definition;29;;;;
63944;solução de atualização de tracking em real time - Cliente Veryfex (Prozis);GS;eCommerce;Commercial;In Definition;36;;;;
63587;Transporte Nacional| Monitorização UAT Implementar Relatório;SEO;Mail;Operations;Backlog;999;;;;
63564;Internacional Portal Aduaneiro | Códigos S10 Repetidos;SEO;Mail;Operations;Backlog;999;;;;
63490;SLA Engine - Automatização ficheiro de dados de referencia;SEO;eCommerce;Operations;Backlog;999;;;;
63453;Automatização de 3 PBI das Operações;SEO;Mail;Operations;Backlog;999;;;;
63424;Revamp ViaCTT – 2ª Fase;GP B2B;Business Solutions;Commercial;In Definition;21;;;;
62476;Auditoria EY - Criação de Web Service para interfaces entre a aplicação IOS e a Médis;GRH;Mail;Corporate;Backlog;10;;;;
61949;SEO/PCE/CNE - PCOL | Alterar Rede de Distribuição com perfil de Coordenador;SEO;Mail;Operations;Backlog;999;;;;
61947;Telemetria - (Mobi) Descontinuação do Boletim de Veiculo;RS;Mail;Corporate;Backlog;5;;;;
60938;Fornecimentos automáticos de material vendável às lojas;GS;Retail & Financial Services;Commercial;Backlog;28;;;;
60599;Nexus | We Care | Customer Support;AVC;eCommerce;Corporate;Backlog;2;;;;
60596;Ligação do AgilePoint à BD do CoE IAP;TF;Mail;Corporate;Backlog;2;;;;
60584;Nexus | We Sell | Customer Onboarding;GS;eCommerce;Commercial;In Definition;10;;;;
60579;Nexus | P&S | Implementação da oferta ibérica;GP ECL;eCommerce;Commercial;High Level Design;1;;;;
59257;SouCTT - Salary on Demand (adiantamento % vencimento) | Paynest;GT;Mail;Corporate;Backlog;3;;;;
59256;SouCTT - Salary on Demand (Subsidio de Natal) | Paynest;GT;Mail;Corporate;Backlog;2;;;;
59177;Faturas PDF | SAP - Incremento 2;CF;Mail;Corporate;Backlog;9;;;;
58934;Solução de Gestão de Viagens;RS;Mail;Corporate;In Definition;6;;;;
58133;BCTT - extensão do contrato de multifunções a 321 credito;BCTT;Mail;Technology;In Definition;7;;;;
56652;Coimas - Configuração /Mapeamentos SAP;GPG;Payments;Commercial;In Definition;11;;;;
55562;Infoblox - Atualização Anual;SI;Mail;Technology;Backlog;999;;;;
55478;Alteração Ficheiro Pontos CTT - Cliente Nespresso;GS;Mail;Commercial;In Definition;27;;;;
55327;XRP | RPA para substituição da integração com BPM;RS;Mail;Corporate;Backlog;2;;;;
55326;XRP | ADL Gestão de Frota;RS;Mail;Corporate;In Definition;4;;;;
55216;ESG - Incremento 1;ST;Mail;Corporate;In Definition;1;;;;
54059;Pay I Cartões e Terminais incremento 2;GS;Payments;Commercial;In Definition;17;;;;
54058;APP Operações Online_Integração com o drivian;EDO;eCommerce;Operations;Backlog;999;;;;
53828;Segurança da Informação - revisão anual 2025 de Políticas e Normativos;CISO;Mail;CISO;Backlog;8;;;;
53781;Proteção Avançada para a Interface do PayByLink;GPG;Payments;Commercial;In Definition;6;;;;
52687;Integrar nº contrato e codigo material nas PO do PCOL e SGPC;SEO;Mail;Operations;Backlog;999;;;;
51747;Auditoria a Payroll Processos PAS – Fase 1;GRH;Mail;Corporate;Backlog;5;;;;
51195;MOBI_Criar QR de saida para distribuição;SEO;eCommerce;Operations;In Definition;7;;;;
51177;Portal de Prestadores - Banca Settlements : Âmbito Descontinuar a Autofaturação;SEO;eCommerce;Operations;Backlog;999;;;;
51176;Impressão cartões de prestadores > Âmbito descontinuar Autofaturação;SEO;Mail;Operations;Backlog;999;;;;
51052;NIS2 - Implementação de remediações (PT) - Gestão de Ativos;CISO;Mail;CISO;Backlog;999;;;;
51051;NIS2 - Implementação de remediações (PT) - Segurança da Supply Chain;CISO;Mail;CISO;Backlog;999;;;;
51049;Definição de Política de Gestão de Risco Cyber;CISO;Mail;CISO;Backlog;7;;;;
50994;APT | Mata Aplicações - Wave 1.13;SI;Mail;Technology;Backlog;999;;;;
50856;Definição de modelo de governo para gestão de segurança da informação, compliance e gestão de risco;CISO;Mail;CISO;Backlog;6;;;;
50852;SOC - operacionalização do serviço;CISO;Mail;CISO;Ready for Solution;1;;;;
50849;Cyber attack simulation Table-top;CISO;Mail;CISO;Backlog;5;;;;
50788;CESOP - Reporte Regulatório AT;CF;Mail;Corporate;Backlog;7;;;;
50738;Piloto para experimentar o SW do BCE na loja;GS;Mail;Commercial;Backlog;26;;;;
50641;APT | ODIN | Self Service;SI;Mail;Technology;Backlog;48;;;;
50544;Avaliação de Novo Software de Contact Center;AVC;Mail;Corporate;Backlog;10;;;;
50234;Aceitação Correio Empresarial - Refactoring;SI-OPS;Mail;Technology;In Definition;6;;;;
50233;Portal Aduaneiro - Limpeza de código Morto;SI-OPS;Mail;Technology;Backlog;999;;;;
50229;Migrar Reports do SGEE para datalake (DLD);SI-OPS;Mail;Technology;Backlog;999;;;;
50228;Migrar Reports do T&T para datalake (DLD);SI-OPS;Mail;Technology;Backlog;999;;;;
50206;Tradução do Site e da App;GS;Mail;Commercial;Backlog;38;;;;
49685;ESW | ECD | Descontinuação Biztalk;SI-OPS;Mail;Technology;In Definition;999;;;;
49552;Analytics | Implementação GAds (BigQuery);DNI;Mail;Commercial;Backlog;8;;;;
49515;Saldos Operações - Report & Dados a partir do DLD;SEO;Mail;Operations;Backlog;999;;;;
49513;APT | Mata Aplicações Wave 1.12 - GCC;SI;Mail;Technology;Backlog;999;;;;
49198;Descontinuação do express2me para a super app;SI-PRD;Mail;Technology;Backlog;18;;;;
49197;Migrar os documentos do viactt para Filenet;SI-PRD;Business Solutions;Technology;In Definition;1;;;;
48991;CCT 3.0 - powered by AI;DNI;Mail;Commercial;Backlog;7;;;;
48989;Evolução Pesquisa Pontos de Contacto CTT;CMP;Mail;Corporate;Backlog;2;;;;
48238;GOV | Knowledge Management IT - Estratégia;SI;Mail;Technology;Backlog;999;;;;
48167;GPB2C | Via Verde – Repositório de informação;GP B2C;Retail & Financial Services;Commercial;Backlog;11;;;;
48158;IOP | Redução da Obsolescência Protocolos TLS 1.0 & 1.1 WAVE 4 - Servidores Unix;SI;Mail;Technology;Backlog;60;;;;
48157;IOP | Redução da Obsolescência Protocolos TLS 1.0 & 1.1 WAVE 3;SI;Mail;Technology;Backlog;59;;;;
48156;IOP | Redução da Obsolescência Protocolos TLS 1.0 & 1.1 WAVE 2;SI;Mail;Technology;Backlog;58;;;;
47391;CRM | SPRINKLR - Irá existir uma alteração ao nivel das APIs da Sprinklr pelo que deverão ser necessários ajustes à integração com o CRM;AVC;Mail;Corporate;Backlog;11;;;;
46567;A receita dos Postos Venda de Selos (PVS);GS;Mail;Commercial;Backlog;21;;;;
46558;A receita dos Pontos ctt não NAVe;GS;Mail;Commercial;Backlog;39;;;;
46214;Canal de Denúncias;ACR;Mail;Corporate;Backlog;4;;;;
44975;Servidor Decisões: Update automatico para a nova versão ODM;EDO;eCommerce;Operations;Backlog;4;;;;
44675;GPB2C | Apartados - Adaptação Tecnologia Locky e Otimização de Recolha de Dados;GP B2C;Retail & Financial Services;Commercial;Backlog;6;;;;
44136;Liquidação de objetos CTT à cobrança;GS;Mail;Commercial;In Definition;5;;;;
43204;Desmaterialização Documentos Multicare;GS;Retail & Financial Services;Commercial;In Definition;25;;;;
42676;Descontinuação do SGCP e GIEP - Migração de Funcionalidades uma nova aplicação;SI-PRD;Mail;Technology;In Definition;5;;;;
41699;Indicadores de acompanhamento da Operação Santos e Vale;SEO;Mail;Operations;Backlog;999;;;;
41221;DART Team - Recomendações CTT;CISO;Mail;CISO;In Definition;4;;;;
39684;Cliente das Águas: Integração da API por parte dos preparadores externos;GP B2B;Mail;Commercial;Backlog;999;;;;
39155;QOS - Alteração do Evento EDH no cálculo da Entrega Efectiva;SEO;eCommerce;Operations;Backlog;999;;;;
39152;Matriz Taxa Cumprimento Serviço Origem-Destino Expresso;SEO;eCommerce;Operations;Backlog;999;;;;
39126;Novas funcionalidades no PA- AVC;AVC;Mail;Corporate;Backlog;7;;;;
38704;Informação Track & Trace e SGEE para RAID;SI-OPS;Mail;Technology;Backlog;999;;;;
36561;P&F –Plataforma de Disaster Recovery para o P&F;SEO;Mail;Operations;Backlog;999;;;;
36549;Novo Modelo de Replicação de Dados Contratuais;SI-PRD;Mail;Technology;Backlog;19;;;;
36274;Correção Mapeamento informático - metadados Vales Pagos internacionais;CSI;Mail;Commercial;In Definition;13;;;;
36196;Redução do número de sms enviados aos clientes;SI-PRD;eCommerce;Technology;Backlog;30;;;;
35914;IOP | Evolução da Private Key Infrastructure (PKI) dos CTT;SI;Mail;Technology;Backlog;50;;;;
35742;GOC | Modelo de Custeio e Budgeting SI;SI;Mail;Technology;In Definition;999;;;;
35698;Criação de catálogo de produtos e serviços central;SI;Mail;Technology;Backlog;999;;;;
35640;SRE Foundations;SI-OPS;Mail;Technology;In Definition;999;;;;
35445;Data Governance - Master Data Management - MVP;PC;Mail;Corporate;High Level Design;5;;;;
35418;GOV | Processos IT: Gestão de Vulnerabilidades - Wave 1;SI;Mail;Technology;Backlog;999;;;;
35413;SD-Construção de histórico que permita criar métricas e indicadores de desempenho;EDO;eCommerce;Operations;Backlog;999;;;;
209152;Portal Aduaneiro | Portal Aduaneiro | Automatização de processos manuais;SEO;Mail;Operations;Backlog;999;;;;
207256;Alteração Canal Produtos Pagamentos B2C;GS;Payments;Commercial;Backlog;14;;;;
206177;Galaxy | Avisados em Mobi - Indicadores de Loja (Modelo 415);GS;Mail;Commercial;Backlog;15;;;;
205107;Data Governance - Data Lineage;PC;Mail;Corporate;Backlog;19;;;;
204714;Integração Mobi Ponto@Porta;EDO;eCommerce;Operations;Backlog;999;;;;
204677;Afetação Receita Vendas Loja Online a Gestores de clientes e hierarquia;GS;Mail;Commercial;Backlog;23;;;;
204653;GPECL/DIS |PACK EXPRESSO Contabilização automática e Re-atribuição do centro de lucro;GP ECL;eCommerce;Commercial;In Definition;6;;;;
204261;GP ECL/INT - Erros envolvendo DHL - Objeto CTT que gera múltiplas Cartas de Porte DHL (AWB DHL Express);GP ECL;eCommerce;Commercial;Backlog;22;;;;
203999;Alteração de dados à query designada por Sandra Teams PUDO para loky 16-10-2023;GS;Mail;Commercial;Backlog;24;;;;
203901;Power Bi | CRM - Acesso a Informação do CRM através do PowerBi;AVC;Mail;Corporate;In Definition;8;;;;
203853;Sites CTT e Payshop | Inclusão dos Agentes Payshop na pesquisa de Pontos de Contacto CTT;GPG;Payments;Commercial;In Definition;13;;;;
203672;Technical Debt International Tribe;SEO;Mail;Operations;Backlog;999;;;;
203667;Portal Aduaneiro | Incremento YY - ( todas as dores e problemas);SEO;Mail;Operations;Backlog;999;;;;
203114;Analytics - Analise de custo parceiros;PC;eCommerce;Corporate;Backlog;16;;;;
203092;PDFs Gerados de Listagens lojas estão alojados nos servidores do Nave;SI-PRD;Mail;Technology;Backlog;17;;;;
202923;Portal Aduaneiro | Incremento XX;SEO;Mail;Operations;Backlog;999;;;;
202910;APP Operações Online Incremento - Rastreabilidade e identificação de pontos críticos no tratamento (BG2);EDO;eCommerce;Operations;Backlog;999;;;;
202906;MobiCTT Incremento 4 - Criar o serviço sacos reabastecimento (BG6);EDO;Mail;Operations;Backlog;999;;;;
202594;Certificação das Operações P&F 2025 - Migração a 27002;SEO;Mail;Operations;Backlog;999;;;;
202075;Mata Aplicações - Wave 1.3 - HRAccess (Fase 0 - desenho de solução);SI-CRP;Mail;Technology;In Definition;999;;;;
201686;Galaxy | Avisados em Mobi - POD - Aumentar o campo assinatura;GS;Mail;Commercial;Backlog;16;;;;
200949;Integração do sistema SAP940 para etiquetadora de expedição (Modelo Zebra TSC);SEO;eCommerce;Operations;Backlog;999;;;;
200523;Site Payshop | Duplicação do Template do Site CTT para Payshop;GPG;Payments;Commercial;Ready for Approval;999;;;;
199977;Data Hub - Secrets and Authentication;PC;Mail;Corporate;Backlog;18;;;;
199976;Data Hub - Monitorização e Backup;PC;Mail;Corporate;Backlog;17;;;;
199556;Desmaterialização dos Envios de Correio e Encomendas - Envios Online Únicos (Correio e Expresso);GP B2B;Mail;Commercial;Backlog;14;;;;
199026;COOKIES - Implementação do Google Consent Mode nos Aplicativos e da Gestão das cookies nos aplicativos B2B;DNI;Mail;Commercial;Backlog;13;;;;
198423;Inclusão da informação das sobras das campanhas CNE na BD;EDO;Mail;Operations;Backlog;999;;;;
196287;Afetação correta da receita de produtos/serviços faturados fora do SAP ao respetivo gestor comercial B2B e Lojas e Loja Online;GS;Mail;Commercial;Backlog;41;;;;
195972;Integração do ficheiro de pré-aviso do cliente ETCP / MEO com entrega direta em ponto;GS;Mail;Commercial;High Level Design;22;;;;
195823;Obrigatoriedade da sincronização da informação da Carga e da faturação dos clientes EXPRESSO;SEO;Mail;Operations;Backlog;999;;;;
194112;Substituição da aplicação de faturação do P&F;SI-PRD;Business Solutions;Technology;In Definition;7;;;;
193256;Eliminação da impressão da guia da Loja na aceitação de objetos CTT Expresso (contratual e ocasional);CSI;Mail;Commercial;Backlog;17;;;;
193041;BancoCTT - Redução horário Tesouraria | Automatização do horário da senha D;BCTT;Mail;Technology;Backlog;3;;;;
192923;SD - Green Deliveries;EDO;eCommerce;Operations;Backlog;999;;;;
192862;Criação Seção dados Complementares;CSI;Mail;Commercial;Backlog;25;;;;
192640;IOP | DNS private resolvers - descontinuar bind em 2 vms ubuntu;SI;Mail;Technology;Backlog;52;;;;
192528;Galaxy | Avisados em Mobi - Receção de Correio e Expresso - Incremento 1;CSI;Mail;Commercial;In Definition;999;;;;
192188;Internacional | ITMATT | Interconnect Melhorias OUTBOUND campo postage paid;SEO;Mail;Operations;Backlog;999;;;;
192127;APT | Unificar Catálogo de Aplicações e CMDB;SI;Mail;Technology;Backlog;999;;;;
192080;Revisão da rede nos grandes centros e migração p Azure AD dos servidores q estão em AWS e q têm num DC em Barcelona;CTTE;eCommerce;Commercial;Backlog;999;;;;
192060;Despesa Frota e Edificios - Evolutivo;PC;Mail;Corporate;Backlog;10;;;;
192059;Implementação do software da Western Union (WUPOS) em NAVe e integração com todos os sistemas centrais;GP B2C;Retail & Financial Services;Commercial;In Definition;2;;;;
192033;IOP | Internet - visibilidade sobre utilização e qualidade do serviço;SI;Mail;Technology;Backlog;55;;;;
192032;IOP | PacketShaper - descontinuação e abate;SI;Mail;Technology;Backlog;65;;;;
192027;Comunicações - Wifi 321 Crédito - Porto;BCTT;Mail;Technology;Backlog;6;;;;
192019;Mata Aplicações - Alfandega (Internacional | T&T | Alfandega Transferir atribuição do EDB automático para outra aplicação);SEO;Mail;Operations;Backlog;999;;;;
191986;Indicadores Operacionais suporte a operaçao CD e CDPs - Near real time;SEO;Mail;Operations;Backlog;999;;;;
191965;SAP R3 migration for ES;CTTE;eCommerce;Commercial;Backlog;999;;;;
191964;Deploy OTP solution in ES;CTTE;eCommerce;Commercial;Backlog;999;;;;
191962;Deploy e-Compras system in ES;CTTE;eCommerce;Commercial;Backlog;999;;;;
191961;Deploy SAP Ariba in ES;CTTE;eCommerce;Commercial;Backlog;999;;;;
191960;Deploy Success Factors in ES;CTTE;eCommerce;Commercial;Backlog;999;;;;
191959;Change current ES-PT shipment information integration mechanism;CTTE;eCommerce;Commercial;Backlog;999;;;;
191956;Improve returns process from PT to ES;CTTE;eCommerce;Commercial;Backlog;999;;;;
191952;Mata Aplicações - eliminação da aplicação TTEVOB;SI-OPS;eCommerce;Technology;Backlog;999;;;;
191945;Mata Aplicações - eliminação da aplicação e-Aceitação;SI-OPS;eCommerce;Technology;Backlog;999;;;;
191938;Internacional | ICS2 | Receber ITMATT Enriquecida;SEO;Mail;Operations;Backlog;999;;;;
191866;CRM I Criação de reporting em Power BI para controlo do tratamento de solicitações;GS;Mail;Commercial;Backlog;66;;;;
190603;Formulário Criar Envio de Correio Internacional | Supressão do Serviço Especial de Cobrança no Correio Registado para o âmbito Internacional;GS;Mail;Commercial;Backlog;42;;;;
190399;Descontinuação do PIPOLI;SI-PRD;Business Solutions;Technology;Backlog;16;;;;
190312;Informação Clientes Ocasionais;GS;Mail;Commercial;Backlog;43;;;;
190291;ETCP - Anomalia na Integração do ficheiro das recolhas;GS;Mail;Commercial;In Definition;18;;;;
190271;Estender o onboarding digital para a CTT Express;CTTE;eCommerce;Commercial;Backlog;999;;;;
189983;Pagamento de Vales Nacionais e Internacionais - Finalização do pagamento apenas após procedimentos de RCTO concluídos;GP B2C;Retail & Financial Services;Commercial;Backlog;5;;;;
189783;Melhorias área cliente correio;GP B2B;Mail;Commercial;Backlog;19;;;;
189526;GPB2C | Inibição de Pagamentos a Entidades Coletivas Singulares no Nave e no STA;GP B2C;Retail & Financial Services;Commercial;In Definition;8;;;;
189375;MRP Armazém Central CTT;CL;Mail;Corporate;Backlog;4;;;;
188749;Automatização Revisão Alertas AML (Payshop);GPG;Payments;Commercial;Backlog;12;;;;
188737;Nexus | Data | Nexus Data;PC;eCommerce;Corporate;In Definition;9;;;;
188477;Amazon - Melhorias ao processo atual;GS;Mail;Commercial;In Definition;19;;;;
187686;Envio automático de informação de horas de prestação de serviços registadas no DOL;SEO;Mail;Operations;Backlog;999;;;;
187043;Permitir que a api de criação de guias multiprodutos possa ser utilizada por clientes que não sejam preparadores;GP B2B;Mail;Commercial;Backlog;23;;;;
185996;Apresentação Imagens BOL LCD LOJAS;GS;Retail & Financial Services;Commercial;Backlog;44;;;;
185664;PAY - Instrumento Cheques - Incremento I;CSI;Mail;Commercial;In Definition;2;;;;
183400;Projeto Sonae - Portal de Agendamento Logistico;SEO;Fulfilment;Operations;Backlog;999;;;;
181852;Integração automática Trabalho suplementar no DOL;SEO;Mail;Operations;Backlog;999;;;;
181624;Banco CTT - Alteração Processo Faturação;BCTT;Mail;Technology;Backlog;8;;;;
181384;PAY - Instrumento Transferências - Alteração Requisitos - Fev;CSI;Mail;Commercial;In Definition;1;;;;
180676;IOP | ClearPass - alargar cobertura da solução de Network Access Control;SI;Mail;Technology;Backlog;57;;;;
180673;IOP | Segregação da Rede Privada;SI;Mail;Technology;Backlog;31;;;;
180670;INT | IBM Sterling File Gateway - implementar balanceamento;SI;Mail;Technology;;6;;;;
178627;GPECL/DIS - Notificações Sábado e Domingo // alteração do processo de indicação da data de entrega;GP ECL;eCommerce;Commercial;Backlog;23;;;;
177967;Taxa Efetividade - Serviço Especial Ponto de Entrega;SEO;Mail;Operations;Backlog;999;;;;
177539;Evolução tecnológica do PIAO;SI-PRD;Business Solutions;Technology;Backlog;15;;;;
177129;IOP | Obsolescência WAVE 2 - Matar/Upgrade Oracle DB, IBM DB2 para ultimas versões suportadas (mínimo n-1);SI;Mail;Technology;Backlog;64;;;;
177128;IOP | Obsolescência WAVE 1 - Matar/Upgrade SQL Server anterior a 2019;SI;Mail;Technology;Backlog;62;;;;
177127;APT | Obsolescência WAVE 1 - Matar aplicações a 32 bits;SI;Mail;Technology;Backlog;999;;;;
177126;IOP | Obsolescência WAVE 1 - Windows 7 (evoluir para windows 11);SI;Mail;Technology;Backlog;63;;;;
177125;IOP | Obsolescência Infraestrutura WAVE 0 - Converter LDAP em LDAPS (ENABLERS);SI;Mail;Technology;Backlog;61;;;;
177123;Obsolescência WAVE 0 - Converter LDAP em LDAPS (BCTT);BCTT;Mail;Technology;Backlog;10;;;;
176776;Analytics | Implementação da DL no GA para os aplicativos que não estão em falta;DNI;Mail;Commercial;Backlog;12;;;;
176770;Analytics | Evolução das implementações DL p/ GA4 feitas nos aplicativos web/mobile 1ª e 2ª Fase;DNI;Mail;Commercial;Backlog;11;;;;
176414;Iberian - Incremento Visão de tratamento por KG's, Restantes Kpi's;PC;eCommerce;Corporate;Backlog;13;;;;
176107;PRODUTOS COM LEITURA OBRIGATORIA DE CODIGO DE IDENTIFICAÇÂO;CL;Mail;Corporate;Backlog;2;;;;
175823;Report automatizado para Crédito Pessoal;BCTT;Mail;Technology;Backlog;2;;;;
175216;VoC TT | OTP Melhorias;EDO;eCommerce;Operations;Backlog;999;;;;
174894;Renovação servidores PRISMA - PEF;SEO;Mail;Operations;Backlog;999;;;;
174608;VoC TT - Informação do código OTP no Track & Trace Interno;EDO;eCommerce;Operations;Backlog;999;;;;
174328;Nova plataforma para criar e gerir campanhas de publicidade;GP B2B;Mail;Commercial;Backlog;20;;;;
173698;SSM - validação dos dados registados em NAVe, previamente à sua conclusão;CSI;Mail;Commercial;In Definition;5;;;;
173452;UPDATE | SOLUÇÃO TRANSFORMAÇÃO | RELATÓRIO SERIAL NUMBER EXPEDIÇÃO;GS;Mail;Commercial;Backlog;45;;;;
173335;Consulta de Objetos e Downlad dos POD'S;CSI;Mail;Commercial;Backlog;14;;;;
173286;Simulador de tabelas;CSI;Mail;Commercial;Backlog;10;;;;
173285;Simulador para agrupagem;CSI;Mail;Commercial;Backlog;8;;;;
173281;Motor de Pesquisa de Varios objetos no S&V;CSI;Mail;Commercial;Backlog;16;;;;
173279;Motor de Pesquisa de Varios objetos no T&T;CSI;Mail;Commercial;Backlog;15;;;;
173278;Motor de Pesquisa de Varios objetos no SGC;CSI;Mail;Commercial;Backlog;9;;;;
173201;IOP | CrushFTP - migração de CentOS para Ubuntu;SI;Mail;Technology;Backlog;47;;;;
173104;PAY - Instrumento Transferências - Alteração de requisitos definidos pelo BdP - março;CSI;Mail;Commercial;In Definition;3;;;;
172578;Banco CTT - Gestão de Acessos em SAP4Hana;BCTT;Mail;Technology;Backlog;11;;;;
171544;BCTT Sincronização Robin & O365;BCTT;Mail;Technology;Backlog;13;;;;
171193;PBI CTT - Indicadores QoS Operações Expresso e CTT | Novos filtros Origem-Destino;SEO;Mail;Operations;Backlog;999;;;;
169812;Planeamento e Controlo Diário - Conciliação Modelo A;CSI;Mail;Commercial;Backlog;22;;;;
169688;BITS eshops;DNI;Mail;Commercial;Backlog;10;;;;
169462;Criação de repositório de informação para Lojas;CSI;Mail;Commercial;Backlog;999;;;;
169000;CLIENTE EXTERNO - Melhorias ao processo P&F do cliente EDP;GP B2B;Business Solutions;Commercial;In Definition;999;;;;
168630;NAVE - Afetação da receita do Serviço Especial de Registo (SER) ao código respetivo;GP B2B;Mail;Commercial;Backlog;999;;;;
168516;Geração de ficheiro excel com dados NEV;GPG;Payments;Commercial;In Definition;1;;;;
166508;ESW | Criação de Dashboards para métricas;SI;Mail;Technology;Backlog;999;;;;
166289;Workforce Analytics - Incremento Integração Indicadores Espanha;PC;Mail;Corporate;Backlog;14;;;;
165609;OTP - Incremento - Melhorias OTP;EDO;eCommerce;Operations;Backlog;999;;;;
164177;Eliminação de Notificações Mailmanager - Alertas às Lojas;CSI;Mail;Commercial;Backlog;999;;;;
163331;GPECL/DIS - Pack Expresso | Incremento ao Produto;GP ECL;eCommerce;Commercial;Backlog;20;;;;
162799;NAVe - Devolução e Cedência de Material - Correio de Serviço;CSI;Mail;Commercial;Backlog;999;;;;
160691;VoC TT | ITMATT Problema na Introdução de Caracteres Especiais Formulário ctt.pt;GP B2B;Mail;Commercial;Backlog;999;;;;
160300;Incusão de informação da “Faturação prevista” e “Tráfego previsto nos Relatorios;GS;Mail;Commercial;Backlog;46;;;;
160028;BFT - Faturas com 4 casas decimais;CSI;Mail;Commercial;Backlog;24;;;;
159929;Kiosks Envios - Incremento 4 | Alargar a oferta a Correio Registado Nacional e Expresso Internacional (a definir);GS;Mail;Commercial;Backlog;62;;;;
159573;Eliminação de impressão automática de duplicado do Modelo A;CSI;Mail;Commercial;Backlog;999;;;;
159032;Aplicação OPL6 compromete a segurança do ecossistema CTT,;GS;Mail;Commercial;Backlog;47;;;;
158454;APT | IBM ODM | configurar HTTPS;SI;Mail;Technology;Backlog;999;;;;
157691;Transportes - Inclusão de informação do número de AT no TT para efeitos do regime de bens em circulação;SEO;eCommerce;Operations;Backlog;999;;;;
157527;Nova Oferta produtos Untracked e Tracked Simples - melhoria de informação site TT 2023 07 24;GP ECL;eCommerce;Commercial;Backlog;25;;;;
157275;Kiosk de Envios Self-service: Instalação/Configurações de Cabo de Rede;GS;Mail;Commercial;Backlog;57;;;;
156817;Internacional | DeMinimis | PA e Alfandega - Adicionar o campo Descritivo ao ficheiro resultante da videocodificação no Alfândega;SEO;Mail;Operations;Backlog;999;;;;
156771;GPB2C | Subsidio Social de Mobilidade - Recomendações de Auditoria (Nº 21001/23);GP B2C;Retail & Financial Services;Commercial;Backlog;10;;;;
155973;Relatorio SAP Hana - Clientes com Fatura Eletronica;GS;eCommerce;Commercial;Backlog;63;;;;
155967;Relatorio SAP Hana - Dados de Clientes Objetos à Cobrança;GS;eCommerce;Commercial;Backlog;64;;;;
153591;Internacional | PA e MICS | Otimizar a receção de objetos no Portal Aduaneiro e a Fotoimagem na MICS;SEO;Mail;Operations;Backlog;999;;;;
152796;Onboarding POP - retificação de interface de criação de entidade;GPG;Payments;Commercial;In Definition;10;;;;
150749;Migração | Odisseias | Clientes Externos;SEO;Mail;Operations;Backlog;999;;;;
150434;Modelo de Analise de Variação de Negocio (Efeitos Trafego e Preço);PC;eCommerce;Corporate;Backlog;12;;;;
150269;ED | Devoluções | Solução de Oferta Integrada e Universal de Devoluções B2B;ECM;eCommerce;Commercial;In Definition;999;;;;
148371;SD: Possibilitar a invocação do Servidor de Decisões através do código de objeto ES;EDO;eCommerce;Operations;Backlog;999;;;;
148011;CTT Sol. Empresariais - GSB2B/BFT_Melhorias ao Processo de Faturação;CSI;Mail;Commercial;In Definition;4;;;;
147753;SEO - TCO | Disponibilização da informação de dados do tratamento Expresso e Correio;SEO;Mail;Operations;Backlog;999;;;;
147251;SELO DIGITAL;GP B2B;Mail;Commercial;In Definition;5;;;;
146437;BPM - Processo de Regularização de Movimentos Manual;GS;Mail;Commercial;Backlog;48;;;;
145912;Reforço de cobertura de rede em COs e CDPs;SEO;eCommerce;Operations;Backlog;999;;;;
145226;Disponibilização de prefixos para correio registado com pré-aviso (indisponibilidade prevista para breve);GP B2B;Mail;Commercial;Backlog;22;;;;
144650;STICO Alterar estado Notificação para Terminada – Tipo de Envio Envio CRS;GP B2B;Business Solutions;Commercial;Backlog;999;;;;
142362;Adiantamentos para D+1 a PCTT encerrados em D;CSI;Mail;Commercial;Backlog;23;;;;
140468;GPECL/DIS - CTT Now melhorias aplicação;GP ECL;eCommerce;Commercial;Backlog;26;;;;
140413;Simulador Correio Editorial - Jornais e Publicações Periódicas (JPP) e Livros;GP B2B;Mail;Commercial;Backlog;29;;;;
140411;Criar campo no SGEE para o Serviço Especial Valor Declarado;GP B2B;Mail;Commercial;Backlog;999;;;;
139066;SGPC - Deixar de enviar notas de Contabilidade dos Prestadores de Serviço por Correio;SEO;Mail;Operations;Backlog;999;;;;
138809;GS B2C - Reorganização dos Backoffices;CSI;Mail;Commercial;Backlog;999;;;;
138225;GPECL/INT - Interconnect | Disponibilizar Easy Return Solution Premium (ERS) - Authorising Party;GP ECL;eCommerce;Commercial;Backlog;4;;;;
136531;Kiosks Envios - Incremento 4 | Alargar oferta (correio registado nacional);GS;Mail;Commercial;Backlog;61;;;;
136530;Kiosks Envios - Incremento 2 | Simplificar jornada do cliente;GS;Mail;Commercial;Backlog;59;;;;
